Date,Price,Open,High,Low,Change
29-Aug-16,1.1189,1.1192,1.1208,1.1157,-0.07%
28-Aug-16,1.1197,1.1181,1.1201,1.118,-0.01%
26-Aug-16,1.1198,1.1284,1.1343,1.118,-0.75%
25-Aug-16,1.1283,1.1266,1.1301,1.1258,0.18%
24-Aug-16,1.1263,1.1305,1.1315,1.1244,-0.38%
23-Aug-16,1.1306,1.1321,1.1357,1.1302,-0.11%
22-Aug-16,1.1319,1.1306,1.1334,1.1273,0.19%
21-Aug-16,1.1298,1.131,1.1322,1.1295,-0.25%
19-Aug-16,1.1326,1.1351,1.1363,1.1303,-0.25%
18-Aug-16,1.1354,1.1293,1.1367,1.1283,0.58%
17-Aug-16,1.1288,1.1279,1.1317,1.1241,0.09%
16-Aug-16,1.1278,1.1182,1.1324,1.1175,0.84%
15-Aug-16,1.1184,1.1162,1.1203,1.1153,0.18%
14-Aug-16,1.1164,1.1169,1.117,1.1157,0.03%
12-Aug-16,1.1161,1.1139,1.1224,1.113,0.22%
11-Aug-16,1.1137,1.1175,1.1194,1.1133,-0.35%
10-Aug-16,1.1176,1.1117,1.1193,1.1103,0.51%
9-Aug-16,1.1119,1.109,1.1125,1.107,0.24%
8-Aug-16,1.1092,1.1088,1.1107,1.1073,0.05%
7-Aug-16,1.1087,1.1082,1.1094,1.108,0.01%
5-Aug-16,1.1086,1.1128,1.1162,1.1044,-0.40%
4-Aug-16,1.113,1.1149,1.1158,1.1114,-0.17%
3-Aug-16,1.1149,1.1224,1.1233,1.1139,-0.69%
2-Aug-16,1.1227,1.1162,1.1235,1.1155,0.58%
1-Aug-16,1.1162,1.1177,1.1187,1.1157,-0.04%
31-Jul-16,1.1167,1.1175,1.1184,1.1166,-0.06%
29-Jul-16,1.1174,1.1079,1.12,1.1071,0.89%
28-Jul-16,1.1075,1.1058,1.1119,1.1048,0.15%
27-Jul-16,1.1058,1.0986,1.1068,1.0963,0.65%
26-Jul-16,1.0987,1.0997,1.1031,1.0978,-0.06%
25-Jul-16,1.0994,1.0972,1.1002,1.0954,0.23%
24-Jul-16,1.0969,1.0973,1.0977,1.0964,-0.06%
22-Jul-16,1.0976,1.103,1.1043,1.0954,-0.44%
21-Jul-16,1.1025,1.1013,1.106,1.0981,0.09%
20-Jul-16,1.1015,1.102,1.1032,1.0981,-0.06%
19-Jul-16,1.1022,1.1073,1.1086,1.0999,-0.47%
18-Jul-16,1.1074,1.1043,1.1086,1.1038,0.16%
17-Jul-16,1.1056,1.105,1.1061,1.1045,0.18%
15-Jul-16,1.1036,1.1118,1.115,1.1023,-0.76%
14-Jul-16,1.112,1.1089,1.1166,1.1085,0.27%
13-Jul-16,1.109,1.1061,1.1121,1.1043,0.28%
12-Jul-16,1.1059,1.1058,1.1128,1.1051,0.01%
11-Jul-16,1.1058,1.1052,1.1076,1.1016,0.13%
10-Jul-16,1.1044,1.105,1.1054,1.1042,-0.09%
8-Jul-16,1.1054,1.1063,1.1115,1.1002,-0.08%
7-Jul-16,1.1063,1.1101,1.1113,1.1053,-0.32%
6-Jul-16,1.1099,1.1075,1.1111,1.1029,0.21%
5-Jul-16,1.1076,1.1154,1.1184,1.1059,-0.72%
4-Jul-16,1.1156,1.1142,1.1166,1.1097,0.25%
3-Jul-16,1.1128,1.113,1.1138,1.1126,-0.07%
1-Jul-16,1.1136,1.1104,1.1169,1.107,0.28%
30-Jun-16,1.1105,1.1124,1.1157,1.1023,-0.18%
29-Jun-16,1.1125,1.1065,1.1131,1.1048,0.52%
28-Jun-16,1.1067,1.1025,1.1111,1.1008,0.37%
27-Jun-16,1.1026,1.1072,1.1087,1.0972,-0.13%
26-Jun-16,1.104,1.101,1.1075,1.1008,-0.69%
24-Jun-16,1.1117,1.1392,1.1434,1.0911,-2.39%
23-Jun-16,1.1389,1.1298,1.1424,1.1296,0.81%
22-Jun-16,1.1297,1.1242,1.1339,1.1236,0.49%
21-Jun-16,1.1242,1.1312,1.1351,1.1241,-0.64%
20-Jun-16,1.1314,1.1285,1.1386,1.1284,-0.29%
19-Jun-16,1.1347,1.1334,1.1358,1.1308,0.62%
17-Jun-16,1.1277,1.1226,1.1299,1.1221,0.45%
16-Jun-16,1.1226,1.126,1.1298,1.1132,-0.29%
15-Jun-16,1.1259,1.1205,1.1299,1.119,0.46%
14-Jun-16,1.1208,1.1293,1.1304,1.1188,-0.74%
13-Jun-16,1.1292,1.1253,1.1304,1.1233,0.47%
12-Jun-16,1.1239,1.1251,1.1254,1.1235,-0.11%
10-Jun-16,1.1251,1.1317,1.1329,1.1245,-0.57%
9-Jun-16,1.1316,1.1399,1.1417,1.1305,-0.68%
8-Jun-16,1.1394,1.1358,1.1412,1.1349,0.32%
7-Jun-16,1.1358,1.1355,1.1382,1.1338,0.03%
6-Jun-16,1.1355,1.1353,1.1395,1.1328,0.04%
5-Jun-16,1.1351,1.1356,1.1372,1.1345,-0.14%
3-Jun-16,1.1367,1.1152,1.1377,1.1136,1.94%
2-Jun-16,1.1151,1.1189,1.1221,1.1142,-0.33%
1-Jun-16,1.1188,1.1133,1.1198,1.1114,0.50%
31-May-16,1.1132,1.1138,1.1176,1.1123,-0.13%
30-May-16,1.1147,1.1117,1.1149,1.1098,0.35%
29-May-16,1.1108,1.1114,1.1115,1.1107,-0.06%
27-May-16,1.1115,1.1193,1.1201,1.1107,-0.71%
26-May-16,1.1194,1.1154,1.1218,1.1144,0.35%
25-May-16,1.1155,1.1141,1.1169,1.1128,0.13%
24-May-16,1.1141,1.1219,1.1228,1.113,-0.70%
23-May-16,1.1219,1.1218,1.1246,1.1187,-0.02%
22-May-16,1.1221,1.1212,1.1223,1.1212,-0.03%
20-May-16,1.1224,1.1204,1.1239,1.1194,0.19%
19-May-16,1.1203,1.1216,1.123,1.1179,-0.12%
18-May-16,1.1217,1.1313,1.1327,1.1212,-0.86%
17-May-16,1.1314,1.1321,1.135,1.1303,-0.05%
16-May-16,1.132,1.1311,1.1346,1.1302,0.02%
15-May-16,1.1318,1.1313,1.1319,1.1303,0.09%
13-May-16,1.1308,1.1378,1.1383,1.1284,-0.61%
12-May-16,1.1377,1.1426,1.1434,1.1368,-0.44%
11-May-16,1.1427,1.1373,1.1448,1.1368,0.48%
10-May-16,1.1372,1.1385,1.1413,1.1361,-0.10%
9-May-16,1.1383,1.1401,1.1422,1.1375,-0.02%
8-May-16,1.1385,1.1397,1.1401,1.1384,-0.18%
6-May-16,1.1405,1.1408,1.1479,1.1387,0.00%
5-May-16,1.1405,1.1486,1.1496,1.1385,-0.71%
4-May-16,1.1487,1.1496,1.153,1.1467,-0.09%
3-May-16,1.1497,1.1533,1.1616,1.1495,-0.30%
2-May-16,1.1532,1.1447,1.1539,1.1446,0.61%
1-May-16,1.1462,1.1461,1.1466,1.1453,0.05%
29-Apr-16,1.1456,1.1354,1.1461,1.1335,0.91%
28-Apr-16,1.1353,1.132,1.137,1.1296,0.28%
27-Apr-16,1.1321,1.1298,1.1364,1.1274,0.20%
26-Apr-16,1.1298,1.1265,1.1338,1.1254,0.28%
25-Apr-16,1.1266,1.1231,1.128,1.1216,0.30%
24-Apr-16,1.1232,1.1219,1.1234,1.1219,-0.01%
22-Apr-16,1.1233,1.129,1.1311,1.122,-0.49%
21-Apr-16,1.1288,1.1297,1.1396,1.1272,-0.08%
20-Apr-16,1.1297,1.1356,1.1388,1.1288,-0.54%
19-Apr-16,1.1358,1.1314,1.1387,1.1302,0.39%
18-Apr-16,1.1314,1.1297,1.1334,1.1274,0.27%
15-Apr-16,1.1283,1.1271,1.132,1.1246,0.13%
14-Apr-16,1.1268,1.1274,1.1296,1.1234,-0.05%
13-Apr-16,1.1274,1.1385,1.1393,1.1266,-0.98%
12-Apr-16,1.1386,1.1408,1.1466,1.1347,-0.19%
11-Apr-16,1.1408,1.1407,1.1448,1.1373,0.06%
8-Apr-16,1.1401,1.1379,1.1421,1.135,0.21%
7-Apr-16,1.1377,1.1398,1.1455,1.1337,-0.19%
6-Apr-16,1.1399,1.1384,1.1434,1.1327,0.13%
5-Apr-16,1.1384,1.1389,1.1406,1.1336,-0.07%
4-Apr-16,1.1392,1.1393,1.1414,1.1357,0.04%
1-Apr-16,1.1387,1.138,1.1439,1.1334,0.06%
31-Mar-16,1.138,1.1338,1.1413,1.1309,0.37%
30-Mar-16,1.1338,1.129,1.1366,1.1281,0.42%
29-Mar-16,1.1291,1.1198,1.1305,1.1168,0.85%
28-Mar-16,1.1196,1.1164,1.1221,1.1154,0.27%
25-Mar-16,1.1166,1.1176,1.1189,1.1153,-0.07%
24-Mar-16,1.1174,1.1179,1.1188,1.1143,-0.09%
23-Mar-16,1.1184,1.1218,1.1224,1.1158,-0.29%
22-Mar-16,1.1217,1.1245,1.1263,1.119,-0.21%
21-Mar-16,1.1241,1.127,1.1286,1.1235,-0.26%
18-Mar-16,1.127,1.1319,1.1339,1.1257,-0.43%
17-Mar-16,1.1319,1.1224,1.1344,1.1205,0.84%
16-Mar-16,1.1225,1.111,1.1245,1.1058,1.04%
15-Mar-16,1.1109,1.11,1.1125,1.1071,0.03%
14-Mar-16,1.1106,1.1151,1.1177,1.1076,-0.42%
11-Mar-16,1.1153,1.1177,1.1212,1.1081,-0.21%
10-Mar-16,1.1177,1.0998,1.1218,1.0821,1.62%
9-Mar-16,1.0999,1.1012,1.1037,1.0946,-0.11%
8-Mar-16,1.1011,1.1014,1.1059,1.0992,-0.03%
7-Mar-16,1.1014,1.1008,1.1027,1.094,0.09%
4-Mar-16,1.1004,1.0958,1.1045,1.0903,0.43%
3-Mar-16,1.0957,1.0867,1.0974,1.0853,0.82%
2-Mar-16,1.0868,1.0868,1.0881,1.0825,0.01%
1-Mar-16,1.0867,1.0873,1.0896,1.0835,-0.06%
29-Feb-16,1.0873,1.0932,1.0964,1.0858,-0.56%
26-Feb-16,1.0934,1.102,1.1071,1.0913,-0.81%
25-Feb-16,1.1023,1.1014,1.1052,1.0987,0.09%
24-Feb-16,1.1013,1.1019,1.1047,1.0957,-0.06%
23-Feb-16,1.102,1.1031,1.1055,1.0991,-0.08%
22-Feb-16,1.1029,1.1128,1.1137,1.1003,-0.94%
19-Feb-16,1.1134,1.1107,1.114,1.1067,0.24%
18-Feb-16,1.1107,1.113,1.1153,1.1072,-0.19%
17-Feb-16,1.1128,1.1143,1.118,1.1104,-0.14%
16-Feb-16,1.1144,1.1155,1.1196,1.1123,-0.10%
15-Feb-16,1.1155,1.1251,1.1253,1.1127,-0.93%
12-Feb-16,1.126,1.1328,1.1335,1.1215,-0.57%
11-Feb-16,1.1324,1.1292,1.1378,1.1274,0.30%
10-Feb-16,1.129,1.1292,1.1311,1.1159,-0.03%
9-Feb-16,1.1293,1.1197,1.1339,1.1163,0.85%
8-Feb-16,1.1198,1.1159,1.1218,1.1087,0.35%
5-Feb-16,1.1159,1.1209,1.1246,1.111,-0.44%
4-Feb-16,1.1208,1.1104,1.124,1.107,0.94%
3-Feb-16,1.1104,1.0917,1.1146,1.0903,1.69%
2-Feb-16,1.0919,1.0892,1.0944,1.0886,0.28%
1-Feb-16,1.0888,1.0833,1.0915,1.0814,0.47%
29-Jan-16,1.0837,1.0938,1.0951,1.0812,-0.93%
28-Jan-16,1.0939,1.0891,1.0969,1.0869,0.42%
27-Jan-16,1.0893,1.0871,1.0917,1.0851,0.20%
26-Jan-16,1.0871,1.085,1.0875,1.0819,0.20%
25-Jan-16,1.0849,1.0799,1.0858,1.0788,0.48%
22-Jan-16,1.0797,1.0874,1.0879,1.079,-0.71%
21-Jan-16,1.0874,1.0893,1.0922,1.0779,-0.16%
20-Jan-16,1.0891,1.091,1.0977,1.0877,-0.16%
19-Jan-16,1.0909,1.0892,1.0941,1.0861,0.16%
18-Jan-16,1.0892,1.0918,1.0941,1.0869,-0.23%
15-Jan-16,1.0917,1.0866,1.0987,1.0855,0.48%
14-Jan-16,1.0865,1.088,1.0945,1.0835,-0.11%
13-Jan-16,1.0877,1.0858,1.0891,1.0807,0.18%
12-Jan-16,1.0857,1.0859,1.0904,1.0822,-0.03%
11-Jan-16,1.086,1.0923,1.0969,1.0847,-0.66%
8-Jan-16,1.0932,1.0934,1.0936,1.0804,-0.04%
7-Jan-16,1.0936,1.0779,1.0941,1.077,1.44%
6-Jan-16,1.0781,1.0749,1.0802,1.0721,0.31%
5-Jan-16,1.0748,1.0831,1.084,1.0711,-0.77%
4-Jan-16,1.0831,1.0858,1.0949,1.0783,-0.27%
1-Jan-16,1.086,1.0862,1.0869,1.0845,-0.01%
