Date,Price,Open,High,Low,Change
19-May-16,6.547,6.5455,6.5507,6.5408,0.13%
18-May-16,6.5388,6.5253,6.5406,6.5253,0.28%
17-May-16,6.5204,6.5222,6.5309,6.519,-0.01%
16-May-16,6.5212,6.5288,6.5332,6.5196,-0.17%
13-May-16,6.532,6.5181,6.5343,6.5181,0.23%
12-May-16,6.5168,6.4973,6.5213,6.4973,0.38%
11-May-16,6.492,6.5188,6.5188,6.492,-0.40%
10-May-16,6.5183,6.5173,6.5266,6.5159,0.02%
9-May-16,6.5169,6.4979,6.5184,6.4979,0.26%
6-May-16,6.5001,6.5069,6.5105,6.4986,-0.05%
5-May-16,6.5034,6.5011,6.5095,6.4983,0.13%
4-May-16,6.4947,6.4916,6.5066,6.4915,0.05%
3-May-16,6.4917,6.4738,6.4917,6.4714,0.27%
2-May-16,6.4741,6.4741,6.4741,6.4741,0.00%
29-Apr-16,6.4741,6.4737,6.4882,6.4622,-0.03%
28-Apr-16,6.4759,6.499,6.5047,6.4756,-0.29%
27-Apr-16,6.495,6.488,6.4972,6.4875,0.02%
26-Apr-16,6.4935,6.4896,6.4999,6.4896,0.01%
25-Apr-16,6.493,6.5089,6.5115,6.4928,-0.12%
22-Apr-16,6.5009,6.4826,6.5009,6.478,0.29%
21-Apr-16,6.4819,6.481,6.4856,6.4715,0.17%
20-Apr-16,6.4708,6.4628,6.4733,6.4628,0.20%
19-Apr-16,6.4581,6.4756,6.4781,6.4581,-0.26%
18-Apr-16,6.4752,6.4802,6.4855,6.4752,-0.01%
15-Apr-16,6.4756,6.4826,6.4901,6.4701,-0.11%
14-Apr-16,6.4826,6.4857,6.4898,6.4778,0.06%
13-Apr-16,6.4784,6.4631,6.4784,6.4616,0.20%
12-Apr-16,6.4656,6.4613,6.4726,6.4572,0.09%
11-Apr-16,6.4595,6.4631,6.4745,6.4565,-0.10%
8-Apr-16,6.4658,6.4761,6.4827,6.4658,0.04%
7-Apr-16,6.463,6.4784,6.479,6.463,-0.28%
6-Apr-16,6.4809,6.4782,6.4901,6.4771,0.06%
5-Apr-16,6.4772,6.4685,6.4786,6.4663,-0.02%
4-Apr-16,6.4786,6.4786,6.4786,6.4786,0.00%
1-Apr-16,6.4786,6.4604,6.4802,6.4604,0.46%
31-Mar-16,6.449,6.467,6.469,6.448,-0.25%
30-Mar-16,6.465,6.5068,6.5068,6.465,-0.64%
29-Mar-16,6.5066,6.5082,6.5117,6.5062,-0.01%
28-Mar-16,6.5075,6.5195,6.5214,6.5073,-0.13%
25-Mar-16,6.516,6.5175,6.5231,6.5115,0.02%
24-Mar-16,6.5146,6.5114,6.5191,6.5083,0.13%
23-Mar-16,6.5062,6.4908,6.5088,6.4864,0.25%
22-Mar-16,6.4901,6.4977,6.5,6.4864,0.08%
21-Mar-16,6.4846,6.4833,6.4897,6.4789,0.20%
18-Mar-16,6.4716,6.4762,6.4858,6.4629,-0.05%
17-Mar-16,6.475,6.4966,6.5003,6.4725,-0.72%
16-Mar-16,6.522,6.5139,6.526,6.5139,0.12%
15-Mar-16,6.5145,6.5013,6.5185,6.5013,0.22%
14-Mar-16,6.5,6.4931,6.502,6.4914,0.07%
11-Mar-16,6.4953,6.5083,6.5083,6.4863,-0.20%
10-Mar-16,6.5085,6.5145,6.5244,6.5081,-0.07%
9-Mar-16,6.513,6.5095,6.5176,6.5095,0.13%
8-Mar-16,6.5047,6.5161,6.5161,6.5008,-0.19%
7-Mar-16,6.5168,6.5078,6.5203,6.5052,0.14%
4-Mar-16,6.508,6.53,6.5324,6.505,-0.36%
3-Mar-16,6.5314,6.5502,6.5502,6.5314,-0.30%
2-Mar-16,6.551,6.553,6.5543,6.5496,-0.02%
1-Mar-16,6.5521,6.5459,6.5542,6.541,-0.03%
29-Feb-16,6.554,6.5477,6.555,6.5467,0.21%
26-Feb-16,6.5404,6.5298,6.5414,6.5298,0.11%
25-Feb-16,6.5335,6.5336,6.5355,6.531,0.03%
24-Feb-16,6.5317,6.5322,6.5397,6.5311,0.07%
23-Feb-16,6.5271,6.5288,6.5299,6.5253,0.08%
22-Feb-16,6.5218,6.5186,6.5238,6.5178,-0.01%
19-Feb-16,6.5224,6.5202,6.5237,6.5172,0.06%
18-Feb-16,6.5188,6.5242,6.5242,6.516,-0.14%
17-Feb-16,6.5282,6.5257,6.5293,6.5229,0.17%
16-Feb-16,6.5169,6.5011,6.5193,6.5006,0.32%
15-Feb-16,6.4962,6.5304,6.5309,6.4889,-1.18%
12-Feb-16,6.5739,6.5739,6.5739,6.5739,0.00%
11-Feb-16,6.5739,6.5739,6.5739,6.5739,0.00%
10-Feb-16,6.5739,6.5739,6.5739,6.5739,0.00%
9-Feb-16,6.5739,6.5739,6.5739,6.5739,0.00%
8-Feb-16,6.5739,6.5739,6.5739,6.5739,0.00%
5-Feb-16,6.5739,6.5684,6.5754,6.5679,0.14%
4-Feb-16,6.5648,6.5765,6.5791,6.5643,-0.19%
3-Feb-16,6.577,6.5793,6.5805,6.5752,-0.04%
2-Feb-16,6.5798,6.5783,6.58,6.5772,0.02%
1-Feb-16,6.5784,6.5744,6.5819,6.5744,0.03%
29-Jan-16,6.5761,6.5745,6.5796,6.5732,0.02%
28-Jan-16,6.5751,6.5777,6.5789,6.5736,-0.04%
27-Jan-16,6.5778,6.5804,6.5818,6.5755,-0.07%
26-Jan-16,6.5825,6.5794,6.5851,6.5787,0.05%
25-Jan-16,6.5793,6.5784,6.58,6.5774,0.00%
22-Jan-16,6.5791,6.5784,6.58,6.5772,-0.01%
21-Jan-16,6.58,6.5787,6.5805,6.5756,0.02%
20-Jan-16,6.5784,6.5769,6.5803,6.5769,0.00%
19-Jan-16,6.5785,6.5753,6.5796,6.5753,-0.01%
18-Jan-16,6.5789,6.584,6.584,6.5754,-0.09%
15-Jan-16,6.5849,6.5857,6.5884,6.5834,-0.08%
14-Jan-16,6.5901,6.5776,6.5921,6.5776,0.22%
13-Jan-16,6.5754,6.5701,6.5806,6.5701,0.04%
12-Jan-16,6.5725,6.5682,6.5805,6.5682,0.05%
11-Jan-16,6.5695,6.5952,6.5952,6.5695,-0.41%
8-Jan-16,6.5965,6.5686,6.5967,6.5672,0.05%
7-Jan-16,6.5929,6.5823,6.5948,6.5796,0.55%
6-Jan-16,6.5566,6.5271,6.5615,6.5271,0.64%
5-Jan-16,6.5148,6.521,6.5247,6.5143,-0.32%
4-Jan-16,6.5354,6.5084,6.5366,6.5084,0.64%
1-Jan-16,6.4936,6.4936,6.4936,6.4936,0.00%
