Date,Price,Open,High,Low,Change
10-May-16,1.4441,1.4407,1.4478,1.4387,0.24%
9-May-16,1.4407,1.4429,1.4479,1.4373,-0.16%
6-May-16,1.443,1.4484,1.4543,1.4413,-0.39%
5-May-16,1.4486,1.4499,1.4534,1.4446,-0.04%
4-May-16,1.4492,1.4536,1.4572,1.446,-0.29%
3-May-16,1.4534,1.4673,1.477,1.4528,-0.95%
2-May-16,1.4673,1.4611,1.4697,1.4578,0.41%
29-Apr-16,1.4613,1.4609,1.4672,1.4577,0.02%
28-Apr-16,1.461,1.4541,1.4623,1.4523,0.46%
27-Apr-16,1.4543,1.4585,1.4624,1.4476,-0.27%
26-Apr-16,1.4582,1.4483,1.464,1.4476,0.69%
25-Apr-16,1.4482,1.4414,1.4521,1.4402,0.56%
22-Apr-16,1.4402,1.4322,1.4451,1.4312,0.55%
21-Apr-16,1.4323,1.4333,1.4441,1.43,-0.07%
20-Apr-16,1.4333,1.4394,1.4411,1.4327,-0.42%
19-Apr-16,1.4394,1.4276,1.4419,1.4268,0.81%
18-Apr-16,1.4278,1.4225,1.4294,1.4134,0.58%
15-Apr-16,1.4195,1.4155,1.4241,1.4131,0.29%
14-Apr-16,1.4154,1.4203,1.4212,1.4089,-0.34%
13-Apr-16,1.4203,1.4274,1.428,1.4191,-0.50%
12-Apr-16,1.4275,1.424,1.4349,1.4196,0.24%
11-Apr-16,1.4241,1.4124,1.4286,1.4104,0.81%
8-Apr-16,1.4126,1.406,1.4144,1.4042,0.49%
7-Apr-16,1.4057,1.412,1.4158,1.4047,-0.45%
6-Apr-16,1.4121,1.416,1.4171,1.4005,-0.28%
5-Apr-16,1.4161,1.4263,1.4281,1.4122,-0.72%
4-Apr-16,1.4263,1.4219,1.4322,1.4189,0.26%
1-Apr-16,1.4226,1.4365,1.4379,1.4176,-0.95%
31-Mar-16,1.4362,1.438,1.4428,1.4327,-0.11%
30-Mar-16,1.4378,1.438,1.446,1.436,-0.05%
29-Mar-16,1.4385,1.4257,1.4409,1.4197,0.92%
28-Mar-16,1.4254,1.4129,1.4282,1.4118,0.78%
25-Mar-16,1.4143,1.4153,1.4159,1.4108,-0.08%
24-Mar-16,1.4154,1.4114,1.4184,1.4057,0.26%
23-Mar-16,1.4117,1.4207,1.4228,1.4082,-0.64%
22-Mar-16,1.4208,1.4368,1.4398,1.419,-1.11%
21-Mar-16,1.4367,1.448,1.448,1.4364,-0.78%
18-Mar-16,1.448,1.4482,1.4516,1.4411,0.01%
17-Mar-16,1.4479,1.4258,1.4503,1.422,1.54%
16-Mar-16,1.4259,1.415,1.4274,1.4053,0.75%
15-Mar-16,1.4153,1.4301,1.4309,1.4139,-1.04%
14-Mar-16,1.4302,1.4384,1.4391,1.4291,-0.59%
11-Mar-16,1.4387,1.4281,1.4438,1.4254,0.75%
10-Mar-16,1.428,1.422,1.4322,1.4121,0.44%
9-Mar-16,1.4217,1.4217,1.4244,1.4177,0.01%
8-Mar-16,1.4216,1.4266,1.4276,1.4173,-0.34%
7-Mar-16,1.4265,1.4234,1.4284,1.4135,0.26%
4-Mar-16,1.4228,1.4179,1.4249,1.4108,0.35%
3-Mar-16,1.4179,1.4078,1.4196,1.4032,0.72%
2-Mar-16,1.4078,1.3948,1.4094,1.3914,0.93%
1-Mar-16,1.3948,1.3918,1.4019,1.3904,0.23%
29-Feb-16,1.3916,1.3869,1.3947,1.3834,0.33%
26-Feb-16,1.387,1.3962,1.4045,1.3855,-0.67%
25-Feb-16,1.3963,1.3924,1.3997,1.3898,0.26%
24-Feb-16,1.3927,1.4022,1.4029,1.3877,-0.68%
23-Feb-16,1.4022,1.4149,1.4156,1.4005,-0.90%
22-Feb-16,1.415,1.431,1.432,1.4058,-1.78%
19-Feb-16,1.4406,1.4333,1.4411,1.4248,0.48%
18-Feb-16,1.4337,1.4299,1.4398,1.4259,0.28%
17-Feb-16,1.4297,1.4303,1.4341,1.4236,-0.06%
16-Feb-16,1.4305,1.4438,1.4518,1.4279,-0.90%
15-Feb-16,1.4435,1.4501,1.4537,1.4413,-0.50%
12-Feb-16,1.4507,1.4479,1.4572,1.4444,0.21%
11-Feb-16,1.4477,1.4522,1.4565,1.4384,-0.31%
10-Feb-16,1.4522,1.4468,1.4579,1.4448,0.34%
9-Feb-16,1.4473,1.443,1.4517,1.4378,0.28%
8-Feb-16,1.4432,1.4501,1.4547,1.4352,-0.49%
5-Feb-16,1.4503,1.459,1.4594,1.4453,-0.59%
4-Feb-16,1.4589,1.4602,1.467,1.4529,-0.10%
3-Feb-16,1.4604,1.4414,1.4653,1.4386,1.34%
2-Feb-16,1.4411,1.4434,1.4447,1.4326,-0.15%
1-Feb-16,1.4433,1.4243,1.4448,1.4228,1.31%
29-Jan-16,1.4247,1.4362,1.4415,1.415,-0.80%
28-Jan-16,1.4362,1.4236,1.4412,1.4234,0.90%
27-Jan-16,1.4234,1.4352,1.4358,1.423,-0.82%
26-Jan-16,1.4352,1.4249,1.4368,1.4173,0.72%
25-Jan-16,1.4249,1.427,1.4311,1.4223,-0.11%
22-Jan-16,1.4265,1.4222,1.4364,1.4204,0.33%
21-Jan-16,1.4218,1.4189,1.4249,1.408,0.19%
20-Jan-16,1.4191,1.4154,1.422,1.4124,0.23%
19-Jan-16,1.4158,1.4242,1.4341,1.4129,-0.60%
18-Jan-16,1.4244,1.4262,1.4325,1.4236,-0.10%
15-Jan-16,1.4258,1.4416,1.4431,1.4251,-1.08%
14-Jan-16,1.4414,1.4404,1.4446,1.4359,0.05%
13-Jan-16,1.4407,1.4444,1.4476,1.4379,-0.26%
12-Jan-16,1.4444,1.4539,1.456,1.435,-0.69%
11-Jan-16,1.4544,1.4526,1.4608,1.4497,0.17%
8-Jan-16,1.452,1.4617,1.4646,1.4506,-0.66%
7-Jan-16,1.4617,1.463,1.4642,1.4533,-0.07%
6-Jan-16,1.4627,1.4675,1.4683,1.4601,-0.31%
5-Jan-16,1.4672,1.4712,1.4726,1.4637,-0.31%
4-Jan-16,1.4718,1.4748,1.4815,1.4663,-0.20%
1-Jan-16,1.4748,1.4739,1.4753,1.4739,0.06%
